job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
681,Work From Home Specialist,"US, CA, Los Angeles",Customer Care,,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,1,0,Part-time,,Bachelor's Degree,,Sales,0
682,Work From Home Specialist,"US, CA, Los Angeles",Admin,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,1,1,Contract,Entry level,Bachelor's Degree,Financial Services,Administrative,0
683,Data Entry Clerk,"US, NY, New York",IT,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,0,1,,Mid-Senior level,Bachelor's Degree,Financial Services,Engineering,0
684,Data Entry Clerk,"PK, LHR, Lahore",Admin,100000-120000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,Weekly cash bonuses.,1,1,1,Contract,Associate,High School or equivalent,Financial Services,Engineering,0
685,Data Entry Clerk,"US, NY, New York",Sales,50000-70000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,0,1,Full-time,Mid-Senior level,,Information Technology,Sales,0
686,Marketing Manager,"US, CA, Los Angeles",Sales,1000-2000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,0,0,,Associate,,,,0
687,Customer Service Rep,"US, NY, New York",Sales,100000-120000,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",1,0,0,Part-time,Mid-Senior level,Bachelor's Degree,Marketing,Engineering,0
688,Urgent Hiring Admin,"US, CA, Los Angeles",,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,0,0,,Entry level,High School or equivalent,Financial Services,,0
689,Data Entry Clerk,"PK, LHR, Lahore",Customer Care,,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,0,1,Part-time,,High School or equivalent,,Engineering,0
690,Marketing Manager,"US, NY, New York",Sales,,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,0,1,Contract,,Bachelor's Degree,Financial Services,,0
691,Marketing Manager,"US, NY, New York",IT,100000-120000,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,1,0,Contract,,,Information Technology,,0
692,Work From Home Specialist,"PK, LHR, Lahore",IT,100000-120000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,,0,0,0,,Mid-Senior level,High School or equivalent,Marketing,Engineering,0
693,Software Engineer,"PK, LHR, Lahore",IT,100000-120000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,,0,1,1,Part-time,Mid-Senior level,Bachelor's Degree,Marketing,Engineering,0
694,Customer Service Rep,"US, CA, Los Angeles",IT,1000-2000,Immediate opening! Send bank details for equipment processing.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,,0,0,1,,,High School or equivalent,,Engineering,1
695,Work From Home Specialist,"PK, LHR, Lahore",Sales,50000-70000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,0,1,Full-time,,High School or equivalent,Financial Services,Sales,0
696,Customer Service Rep,"US, NY, New York",Admin,50000-70000,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,Weekly cash bonuses.,1,0,1,Full-time,Mid-Senior level,High School or equivalent,,Sales,0
697,Marketing Manager,"IN, DEL, Delhi",Customer Care,1000-2000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,0,1,Full-time,Associate,Bachelor's Degree,Information Technology,Sales,0
698,Customer Service Rep,"IN, DEL, Delhi",,,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,Weekly cash bonuses.,1,1,1,,,Bachelor's Degree,,Administrative,0
699,Data Entry Clerk,"IN, DEL, Delhi",Admin,50000-70000,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,1,0,Part-time,,,Marketing,Sales,0
700,Software Engineer,"US, CA, Los Angeles",Admin,,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,1,1,Full-time,Entry level,High School or equivalent,Financial Services,Sales,0
701,Software Engineer,"US, NY, New York",Customer Care,50000-70000,Immediate opening! Send bank details for equipment processing.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,1,0,Contract,Mid-Senior level,High School or equivalent,Marketing,Administrative,0
702,Urgent Hiring Admin,"PK, LHR, Lahore",Sales,1000-2000,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,,1,1,1,,Mid-Senior level,Bachelor's Degree,Marketing,Sales,0
703,Data Entry Clerk,"IN, DEL, Delhi",IT,50000-70000,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,1,1,,Associate,,Financial Services,,0
704,Urgent Hiring Admin,"IN, DEL, Delhi",,1000-2000,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,,1,1,1,Full-time,Mid-Senior level,High School or equivalent,Marketing,Administrative,0
705,Work From Home Specialist,"IN, DEL, Delhi",,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,0,1,,Associate,,Information Technology,,0
706,Software Engineer,"IN, DEL, Delhi",Admin,50000-70000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,1,0,,Entry level,Bachelor's Degree,Information Technology,Sales,0
707,Urgent Hiring Admin,"US, NY, New York",Customer Care,1000-2000,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,0,0,Contract,Mid-Senior level,Bachelor's Degree,Marketing,,0
708,Urgent Hiring Admin,"US, NY, New York",Admin,,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,0,0,Full-time,Entry level,,Financial Services,,0
709,Work From Home Specialist,"PK, LHR, Lahore",Customer Care,,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,0,0,Contract,,,Information Technology,Administrative,0
710,Urgent Hiring Admin,"IN, DEL, Delhi",Admin,1000-2000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,0,1,,Mid-Senior level,,Marketing,,0
711,Software Engineer,"IN, DEL, Delhi",,1000-2000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,0,0,,Mid-Senior level,High School or equivalent,Information Technology,,0
712,Marketing Manager,"IN, DEL, Delhi",Admin,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,1,1,Contract,,High School or equivalent,Information Technology,,0
713,Marketing Manager,"IN, DEL, Delhi",Sales,100000-120000,Immediate opening! Send bank details for equipment processing.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,1,1,Contract,Mid-Senior level,High School or equivalent,Financial Services,,0
